Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Marina Aleksandrovna Avstriyskaya,0,16.0,165.0,47.0,Soviet Union-3,URS,0,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs, 
Volodymyr Henrikhovych Dolhov,0,20.0,190.0,77.0,Soviet Union,URS,1,1980,Moskva,Swimming,Swimming Men's 200 metres Backstroke, 
Redouane Bouchtouk,0,27.0,165.0,48.0,Morocco,MAR,1,2004,Athina,Boxing,Boxing Men's Light-Flyweight, 
Ivan aklec,0,19.0,173.0,75.0,Yugoslavia,YUG,1,1952,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise, 
Igor Beribak,0,19.0,170.0,70.0,Yugoslavia,YUG,0,1984,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey, 
"Pamela Jane ""Pam"" Behrens (-Golding)",0,29.0,179.0,81.0,United States,USA,1,1976,Montreal,Rowing,Rowing Women's Coxed Fours, 
Logan Campbell,0,22.0,177.0,68.0,New Zealand,NZL,1,2008,Beijing,Taekwondo,Taekwondo Men's Featherweight, 
Mrta Egervri (-Magyar),0,19.0,160.0,49.0,Hungary,HUN,1,1976,Montreal,Gymnastics,Gymnastics Women's Individual All-Around, 
Svetlana Sergeyevna Boyarkina-Zhurova,0,34.0,176.0,64.0,Russia,RUS,0,2006,Torino,Speed Skating,"Speed Skating Women's 1,000 metres", 
Agnieszka Cyl (Grzybek-),0,25.0,158.0,51.0,Poland,POL,0,2010,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit, 
Gideon Damti,0,24.0,170.0,73.0,Israel,ISR,1,1976,Montreal,Football,Football Men's Football, 
Karine Brmond (-Loureiro),0,21.0,174.0,58.0,France,FRA,1,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay, 
Ameerah Anakaona Bello,0,20.0,165.0,54.0,United States Virgin Islands,ISV,1,1996,Atlanta,Athletics,Athletics Women's 200 metres, 
Henri Louis Borio,0,20.0,170.0,69.0,France,FRA,1,1972,Munich,Gymnastics,Gymnastics Men's Horizontal Bar, 
Ricardo Falconi,0,25.0,175.0,73.0,Chile,CHI,1,1988,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team, 
Lucas Rafael Bennazar Ortz,0,39.0,183.0,86.0,Puerto Rico,PUR,1,2008,Beijing,Shooting,Shooting Men's Double Trap, 
Tamara Vladimirovna Bykova,0,29.0,179.0,62.0,Soviet Union,URS,1,1988,Seoul,Athletics,Athletics Women's High Jump,Bronze
Carol Blackwood,0,18.0,161.0,59.0,Great Britain,GBR,0,1972,Sapporo,Alpine Skiing,Alpine Skiing Women's Downhill, 
Sharon Evelin Acevedo Tangarife,0,23.0,170.0,61.0,Colombia,COL,1,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens, 
Beatrice Nicoleta Coad-Claru,0,20.0,170.0,64.0,Romania,ROU,1,1996,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley, 
"Ulrich ""Ueli"" Bachmann",0,26.0,171.0,63.0,Switzerland,SUI,1,1976,Montreal,Gymnastics,Gymnastics Men's Team All-Around, 
Peter Ammann,0,27.0,175.0,73.0,Switzerland,SUI,1,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres", 
Christina Bertrup,0,25.0,175.0,66.0,Sweden,SWE,0,2002,Salt Lake City,Curling,Curling Women's Curling, 
"Ursula ""Uschi"" Disl",0,23.0,163.0,57.0,Germany,GER,0,1994,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,Bronze
Bruce William Field,0,25.0,177.0,72.0,Australia,AUS,1,1972,Munich,Athletics,Athletics Men's 400 metres Hurdles, 
Horst Hardy Bulau,0,25.0,177.0,68.0,Canada,CAN,0,1988,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Individual", 
Paul Ernst,0,28.0,173.0,65.0,Austria,AUT,0,1964,Innsbruck,Biathlon,Biathlon Men's 20 kilometres, 
Eleni Donta-Bali,0,28.0,170.0,52.0,Greece,GRE,1,2008,Beijing,Athletics,Athletics Women's Marathon, 
Robert Blaschka,0,26.0,179.0,66.0,Austria,AUT,1,1984,Los Angeles,Fencing,"Fencing Men's Foil, Individual", 
Masako Eguchi,0,22.0,181.0,78.0,Japan,JPN,0,1972,Sapporo,Luge,Luge Men's Singles, 
"Elizabeth Ann ""Liz"" Barnes (-La Ban)",0,24.0,163.0,54.0,Great Britain,GBR,1,1976,Montreal,Athletics,Athletics Women's 800 metres, 
Marvin Duane Burns,0,32.0,193.0,93.0,United States,USA,1,1960,Roma,Water Polo,Water Polo Men's Water Polo, 
Taketsugu Asazaka,0,25.0,166.0,59.0,Japan,JPN,0,1956,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 10,000 metres", 
Anna Viktoria Dahlberg-Olsson,0,25.0,165.0,60.0,Sweden,SWE,0,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay, 
Yukio Endo,0,23.0,161.0,58.0,Japan,JPN,1,1960,Roma,Gymnastics,Gymnastics Men's Floor Exercise, 
Triin Aljand,0,23.0,179.0,68.0,Estonia,EST,1,2008,Beijing,Swimming,Swimming Women's 100 metres Freestyle, 
"Amina ""Mina"" At Hammou",0,22.0,166.0,52.0,Morocco,MAR,1,2000,Sydney,Athletics,Athletics Women's 800 metres, 
Nataa Bajin-ljepica,0,26.0,157.0,49.0,Yugoslavia,YUG,1,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam, 
mile Joseph Demangel,0,23.0,173.0,64.0,France,FRA,1,1906,Athina,Cycling,Cycling Men's Sprint, 
Alena Devjan (-Coufalov),0,19.0,157.0,43.0,Czechoslovakia,TCH,1,1988,Seoul,Gymnastics,Gymnastics Women's Horse Vault, 
Andr Ernesto Stoffel,0,20.0,202.0,90.0,Brazil,BRA,1,1980,Moskva,Basketball,Basketball Men's Basketball, 
ngel Cancel Acevedo,0,24.0,190.0,84.0,Puerto Rico,PUR,1,1964,Tokyo,Basketball,Basketball Men's Basketball, 
David Bingham,0,21.0,180.0,70.0,Buraddoo,AUS,1,1960,Roma,Sailing,Sailing Mixed 5.5 metres, 
"Gerardo Cortes, Jr.",0,29.0,187.0,73.0,Chile,CHI,1,1988,Seoul,Modern Pentathlon,Modern Pentathlon Men's Individual, 
Cheung Suet Yee,0,23.0,173.0,58.0,Hong Kong,HKG,1,1988,Seoul,Athletics,Athletics Women's 100 metres Hurdles, 
Christopher Colin Dean,0,21.0,180.0,73.0,Great Britain-1,GBR,0,1980,Lake Placid,Figure Skating,Figure Skating Mixed Ice Dancing, 
Esteban Jos Enderica Salgado,0,25.0,177.0,71.0,Ecuador,ECU,1,2016,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle", 
Mireia Belmonte Garca,0,17.0,170.0,59.0,Spain,ESP,1,2008,Beijing,Swimming,Swimming Women's 200 metres Individual Medley, 
Dadi Denis,0,27.0,185.0,78.0,Haiti,HAI,1,2004,Athina,Athletics,Athletics Men's 400 metres, 
Andrey Eduardovich Chesnokov,0,26.0,188.0,75.0,Unified Team,EUN,1,1992,Barcelona,Tennis,Tennis Men's Singles, 
Mihaela Dasclu,0,27.0,174.0,56.0,Romania,ROU,0,1998,Nagano,Speed Skating,"Speed Skating Women's 3,000 metres", 
Dashzevgiin Namjilmaa,0,24.0,172.0,78.0,Mongolia,MGL,1,1968,Mexico City,Athletics,Athletics Women's Discus Throw, 
Georg Arnfinn Andersen,0,25.0,190.0,112.0,Norway,NOR,1,1988,Seoul,Athletics,Athletics Men's Shot Put, 
Kilian Albrecht,0,28.0,181.0,72.0,Austria,AUT,0,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Combined, 
"Luis Ayesa, Jr.",0,18.0,193.0,85.0,Philippines,PHI,1,1968,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
Choi Min-Ho,0,23.0,163.0,65.0,South Korea,KOR,1,2004,Athina,Judo,Judo Men's Extra-Lightweight,Bronze
"George Melbourne ""Mel"" Brock",0,24.0,181.0,78.0,Canada,CAN,1,1912,Stockholm,Athletics,Athletics Men's 800 metres, 
Nike Lovisa Bent,0,24.0,164.0,73.0,Sweden,SWE,0,2006,Torino,Alpine Skiing,Alpine Skiing Women's Super G, 
Gail Elizabeth Emms,0,31.0,162.0,61.0,Great Britain,GBR,1,2008,Beijing,Badminton,Badminton Women's Doubles, 
"Francis Joseph ""Frank"" Budd",0,21.0,178.0,76.0,United States,USA,1,1960,Roma,Athletics,Athletics Men's 100 metres, 
Pentti Kalervo Eskola,0,26.0,182.0,73.0,Finland,FIN,1,1964,Tokyo,Athletics,Athletics Men's Long Jump, 
Khaido Alexouli,0,25.0,180.0,60.0,Greece,GRE,1,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump, 
Galina Vasilyevna Belyayeva,0,52.0,157.0,68.0,Kazakhstan,KAZ,1,2004,Athina,Shooting,"Shooting Women's Air Pistol, 10 metres", 
Sarah Jane Blanck,0,27.0,175.0,63.0,Australia,AUS,1,2004,Athina,Sailing,Sailing Women's One Person Dinghy, 
Daniele De Luca,0,37.0,173.0,80.0,Italy,ITA,1,2000,Sydney,Sailing,Sailing Mixed Three Person Keelboat, 
Simone Bertazzo,0,31.0,184.0,103.0,Italy,ITA,0,2014,Sochi,Bobsleigh,Bobsleigh Men's Four, 
Pieralberto Carrara,0,27.0,173.0,57.0,Italy,ITA,0,1994,Lillehammer,Biathlon,Biathlon Men's 10 kilometres Sprint, 
Piotr Chmielewski,0,29.0,187.0,72.0,Poland,POL,1,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual", 
Ole Einar Bjrndalen,0,40.0,178.0,65.0,Norway,NOR,0,2014,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit, 
Otto Breg,0,26.0,180.0,90.0,Austria-2,AUT,0,1976,Innsbruck,Bobsleigh,Bobsleigh Men's Four, 
"Barthold Wayne ""Bart"" Conner",0,18.0,165.0,58.0,United States,USA,1,1976,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar, 
Lars Niklas Bergstrm,0,29.0,190.0,84.0,Sweden,SWE,1,2004,Athina,Shooting,"Shooting Men's Running Target, 10 metres", 
Ian MacIntosh Black,0,19.0,175.0,72.0,Great Britain,GBR,1,1960,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
Richrd Bohus,0,19.0,187.0,81.0,Hungary,HUN,1,2012,London,Swimming,Swimming Men's 100 metres Backstroke, 
Martina Maria Ertl-Renz,0,28.0,162.0,59.0,Germany,GER,0,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Slalom, 
Mohamed El-Kemissi,0,29.0,160.0,60.0,Tunisia,TUN,1,1960,Roma,Cycling,"Cycling Men's Road Race, Individual", 
Russell Anthony Camilleri,0,23.0,183.0,79.0,United States,USA,1,1960,Roma,Wrestling,"Wrestling Men's Middleweight, Greco-Roman", 
Jos Alustiza Garca,0,24.0,176.0,81.0,Spain,ESP,1,1972,Munich,Hockey,Hockey Men's Hockey, 
Yevgeny Yevgenyevich Burmatnov,0,30.0,174.0,72.0,Russia,RUS,1,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy, 
Khaled Falah,0,24.0,160.0,51.0,Syria,SYR,1,1996,Atlanta,Boxing,Boxing Men's Flyweight, 
Marianne Dahlmo (-Breivoll),0,23.0,179.0,65.0,Norway,NOR,0,1988,Calgary,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
Ambrus Balogh,0,36.0,172.0,73.0,Hungary,HUN,1,1952,Helsinki,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres", 
Roger Achten,0,28.0,171.0,62.0,Belgium,BEL,1,1956,Melbourne,Fencing,"Fencing Men's epee, Team", 
Igor Cassina,0,26.0,180.0,73.0,Italy,ITA,1,2004,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
Choi Seung-Yong,0,26.0,160.0,58.0,South Korea,KOR,0,2006,Torino,Speed Skating,Speed Skating Women's 500 metres, 
Serhiy Petrovych Danylchenko,0,26.0,162.0,54.0,Ukraine,UKR,1,2000,Sydney,Boxing,Boxing Men's Bantamweight,Bronze
Fabian Cancellara,0,35.0,186.0,81.0,Switzerland,SUI,1,2016,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Gold
Thomas Bouhail,0,22.0,166.0,61.0,France,FRA,1,2008,Beijing,Gymnastics,Gymnastics Men's Floor Exercise, 
Adil Bel Gaid,0,25.0,183.0,81.0,Morocco,MAR,1,1996,Atlanta,Judo,Judo Men's Half-Middleweight, 
Luigi Cimnaghi,0,24.0,170.0,66.0,Italy,ITA,1,1964,Tokyo,Gymnastics,Gymnastics Men's Team All-Around, 
Pavel Benc,0,30.0,172.0,70.0,Czech Republic,CZE,0,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
Mohamed Barak Al-Dosari,0,27.0,160.0,59.0,Saudi Arabia,KSA,1,1988,Seoul,Athletics,"Athletics Men's 1,500 metres", 
Benot Pierre Caranobe,0,24.0,164.0,60.0,France,FRA,1,2004,Athina,Gymnastics,Gymnastics Men's Horizontal Bar, 
Darrel Rondel Brown,0,23.0,179.0,85.0,Trinidad and Tobago,TTO,1,2008,Beijing,Athletics,Athletics Men's 100 metres, 
Mohamed Bin Abid,0,19.0,168.0,67.0,United Arab Emirates,UAE,1,1988,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
Olaf Engelhardt,0,29.0,188.0,95.0,East Germany,GDR,1,1980,Moskva,Sailing,Sailing Mixed Two Person Keelboat, 
Hossein Askari,0,25.0,179.0,73.0,Iran,IRI,1,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual", 
Emma Claire Carrick-Anderson,0,18.0,162.0,62.0,Great Britain,GBR,0,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom, 
Agnete Synnve Carlsen,0,25.0,167.0,61.0,Norway,NOR,1,1996,Atlanta,Football,Football Women's Football,Bronze
Luc Alphand,0,22.0,180.0,75.0,France,FRA,0,1988,Calgary,Alpine Skiing,Alpine Skiing Men's Downhill, 
Vivian Jepkemoi Cheruiyot,0,32.0,153.0,40.0,Kenya,KEN,1,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Silver
"John Gilbert ""Jack"" Beckner",0,26.0,183.0,77.0,United States,USA,1,1956,Melbourne,Gymnastics,Gymnastics Men's Horizontal Bar, 
David Robert Carry,0,30.0,185.0,77.0,Great Britain,GBR,1,2012,London,Swimming,Swimming Men's 400 metres Freestyle, 
Dina Aspandiyarova,0,32.0,158.0,65.0,Australia,AUS,1,2008,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres", 
Hugo Budinger,0,25.0,180.0,76.0,Germany,GER,1,1952,Helsinki,Hockey,Hockey Men's Hockey, 
Carlos Alberto Cunha,0,21.0,176.0,78.0,Brazil,BRA,1,1980,Moskva,Judo,Judo Men's Half-Middleweight, 
Ahmed Hadib Al-Moamari Bashir,0,19.0,170.0,62.0,Oman,OMA,1,1992,Barcelona,Athletics,Athletics Men's 100 metres, 
Sad Ben Najem,0,24.0,177.0,70.0,France,FRA,1,1992,Barcelona,Boxing,Boxing Men's Welterweight, 
Graeme Ferguson,0,23.0,180.0,82.0,Great Britain,GBR,0,1976,Innsbruck,Biathlon,Biathlon Men's 20 kilometres, 
"Ronald Charles ""Ron"" Aldridge",0,31.0,180.0,67.0,Canada,CAN,1,1964,Tokyo,Hockey,Hockey Men's Hockey, 
Jos Manuel Durn Prez,0,23.0,173.0,66.0,Spain,ESP,1,1968,Mexico City,Boxing,Boxing Men's Welterweight, 
Samy Abdel Razek,0,28.0,170.0,60.0,Egypt,EGY,1,2008,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres", 
Sergey Borisenko,0,29.0,190.0,88.0,Kazakhstan,KAZ,1,2000,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay, 
Robert Wadsworth Edgren,0,32.0,195.0,102.0,United States,USA,1,1906,Athina,Athletics,Athletics Men's Discus Throw, 
Kyriakos Bogiatzis,0,28.0,169.0,74.0,Greece,GRE,1,1984,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Freestyle", 
Daima Mayelis Beltrn Guisado,0,31.0,182.0,104.0,Cuba,CUB,1,2004,Athina,Judo,Judo Women's Heavyweight,Silver
rica Rocha de Sena,0,31.0,168.0,55.0,Brazil,BRA,1,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk, 
Huriye Eki,0,19.0,161.0,48.0,Turkey,TUR,1,1988,Seoul,Archery,Archery Women's Individual, 
Daniela Campuzano Chvez Pen,0,29.0,173.0,56.0,Mexico,MEX,1,2016,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country", 
Philippe Alain Boisse,0,29.0,183.0,80.0,France,FRA,1,1984,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
Frank Dittrich,0,34.0,189.0,78.0,Germany,GER,0,2002,Salt Lake City,Speed Skating,"Speed Skating Men's 1,500 metres", 
Charles Bana,0,23.0,171.0,60.0,Cameroon,CMR,1,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial, 
Mira Boumejmajen,0,17.0,153.0,50.0,France,FRA,1,2012,London,Gymnastics,Gymnastics Women's Floor Exercise, 
Dambajavyn TsendAyuush,0,24.0,183.0,93.0,Mongolia,MGL,1,1976,Montreal,Judo,Judo Men's Half-Heavyweight, 
Tams Buday,0,24.0,190.0,85.0,Hungary,HUN,1,1976,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
El Hadji Amadou Dia B,0,25.0,190.0,72.0,Senegal,SEN,1,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay, 
Chang Yi-Ning,0,46.0,180.0,76.0,Chinese Taipei,TPE,1,2004,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres", 
"Michael ""Mike"" Dixon",0,39.0,168.0,64.0,Great Britain,GBR,0,2002,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres, 
Emiliano Brembilla,0,25.0,185.0,78.0,Italy,ITA,1,2004,Athina,Swimming,Swimming Men's 400 metres Freestyle, 
Arne Bergseng,0,22.0,200.0,102.0,Norway,NOR,0,1984,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey, 
ric Dubus,0,30.0,186.0,72.0,France,FRA,1,1996,Atlanta,Athletics,"Athletics Men's 1,500 metres", 
Yevgeniya Aleksandrovna Belyakova,0,26.0,182.0,71.0,Russia,RUS,1,2012,London,Basketball,Basketball Women's Basketball, 
Ralf Bidorf,0,33.0,193.0,77.0,Germany,GER,1,2004,Athina,Fencing,"Fencing Men's Foil, Team", 
Jos Manuel Caldern Borrallo,0,30.0,191.0,90.0,Spain,ESP,1,2012,London,Basketball,Basketball Men's Basketball,Silver
Joanne Cuddihy,0,28.0,184.0,64.0,Ireland,IRL,1,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay, 
Ludvk Dank,0,31.0,193.0,123.0,Czechoslovakia,TCH,1,1968,Mexico City,Athletics,Athletics Men's Discus Throw,Bronze
"Andrew James ""Andy"" Barron",0,24.0,170.0,67.0,Canada,CAN,0,1976,Innsbruck,Speed Skating,"Speed Skating Men's 5,000 metres", 
Ionu Andrei,0,24.0,194.0,105.0,Romania,ROU,0,2010,Vancouver,Bobsleigh,Bobsleigh Men's Four, 
Hans Estner,0,28.0,179.0,71.0,West Germany,FRG,0,1980,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
Abdel Rahman Al-Kaaki,0,18.0,182.0,72.0,Lebanon,LIB,1,2004,Athina,Swimming,Swimming Men's 50 metres Freestyle, 
Masamitsu Ehara,0,23.0,175.0,70.0,Japan,JPN,1,1992,Barcelona,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres", 
Arsen Shakhlamazovich Alakhverdiyev,0,23.0,154.0,52.0,Soviet Union,URS,1,1972,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
"William ""Bill"" Demong",0,21.0,178.0,66.0,United States,USA,0,2002,Salt Lake City,Nordic Combined,Nordic Combined Men's Individual, 
Henri Louis Borio,0,24.0,170.0,69.0,France,FRA,1,1976,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse, 
Sarah Joan Bombell,0,25.0,167.0,60.0,Australia,AUS,1,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team, 
"Richard Andrew ""Dick"" Beckner",0,28.0,167.0,64.0,United States,USA,1,1956,Melbourne,Gymnastics,Gymnastics Men's Horizontal Bar, 
Henk Marcel Dost,0,26.0,195.0,86.0,Netherlands,NED,1,1996,Atlanta,Athletics,Athletics Men's Decathlon, 
Isobel Bishop,0,24.0,180.0,72.0,Australia,AUS,1,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo, 
Ferdinand Dani,0,31.0,160.0,67.0,Czechoslovakia,TCH,1,1960,Roma,Gymnastics,Gymnastics Men's Individual All-Around, 
Armando Fernndez Alatorre,0,29.0,175.0,73.0,West Germany,FRG,1,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Bronze
Katleen De Caluw,0,27.0,174.0,62.0,Belgium,BEL,1,2004,Athina,Athletics,Athletics Women's 4 x 100 metres Relay, 
Johannes Drr,0,26.0,177.0,63.0,Austria,AUT,0,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon, 
Franois Eisenbarth,0,32.0,171.0,70.0,Luxembourg,LUX,1,1960,Roma,Gymnastics,Gymnastics Men's Parallel Bars, 
Nicole Jocelin Acevedo Tangarife,0,21.0,166.0,70.0,Colombia,COL,1,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens, 
Khaled Bel Ad,0,22.0,195.0,87.0,Tunisia,TUN,1,1996,Atlanta,Volleyball,Volleyball Men's Volleyball, 
Klaus Dibiasi,0,21.0,180.0,74.0,Italy,ITA,1,1968,Mexico City,Diving,Diving Men's Springboard,Silver
"Robert J. ""Bob"" Crowley",0,25.0,172.0,75.0,United States-2,USA,0,1968,Grenoble,Bobsleigh,Bobsleigh Men's Four, 
Steven Chandra,0,19.0,179.0,59.0,Indonesia,INA,1,2000,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle", 
Alessio Di Savino,0,24.0,170.0,57.0,Italy,ITA,1,2008,Beijing,Boxing,Boxing Men's Featherweight, 
Sara Benz,0,21.0,163.0,55.0,Switzerland,SUI,0,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
tienne Dagon,0,28.0,179.0,74.0,Switzerland,SUI,1,1988,Seoul,Swimming,Swimming Men's 100 metres Breaststroke, 
Alejandro Barrenechea Jayo,0,24.0,164.0,67.0,Spain,ESP,1,2000,Sydney,Gymnastics,Gymnastics Men's Parallel Bars, 
David Bartolomeu Dias,0,23.0,199.0,108.0,Angola,ANG,1,1992,Barcelona,Basketball,Basketball Men's Basketball, 
"Richard ""Rick"" Amann",0,31.0,183.0,85.0,Germany,GER,0,1992,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Michal Daleck,0,23.0,188.0,90.0,Czechoslovakia,TCH,1,1992,Barcelona,Rowing,Rowing Men's Coxed Pairs, 
Cline Bonnet (-Marchand),0,16.0,170.0,55.0,France,FRA,1,1992,Barcelona,Swimming,Swimming Women's 400 metres Individual Medley, 
Juma bin Dalmouk bin Juma bin Maktoum Al-Maktoum,0,27.0,166.0,68.0,United Arab Emirates,UAE,1,2012,London,Shooting,Shooting Men's Double Trap, 
Dalia Muhammad Ahmad El-Gebaly,0,20.0,170.0,64.0,Egypt,EGY,1,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team, 
Jean-Luc Bezoky,0,18.0,168.0,57.0,Madagascar,MAD,1,1984,Los Angeles,Boxing,Boxing Men's Featherweight, 
"Catharina Johanna ""Toos"" Beumer (-Krediet)",0,17.0,174.0,70.0,Netherlands,NED,1,1964,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Rubn Siderico Etchebarne Cuestas,0,23.0,177.0,77.0,Uruguay,URU,1,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres", 
Sherry R. Cassuto,0,31.0,175.0,74.0,United States,USA,1,1988,Seoul,Rowing,Rowing Women's Quadruple Sculls, 
Sven Enar Edberg,0,28.0,162.0,61.0,Sweden,SWE,1,1964,Tokyo,Weightlifting,Weightlifting Men's Featherweight, 
Andreea Roxana Acatrinei,0,16.0,150.0,40.0,Romania,ROU,1,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around, 
Chen Zhen,0,24.0,172.0,67.0,China,CHN,1,1988,Seoul,Handball,Handball Women's Handball, 
Peter Brtschi,0,24.0,182.0,75.0,Switzerland,SUI,1,1960,Roma,Swimming,Swimming Men's 100 metres Freestyle, 
Mohammed Ahmed,0,25.0,182.0,56.0,Canada,CAN,1,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres", 
Kossi Casimir Akoto,0,23.0,167.0,73.0,Togo,TOG,1,1992,Barcelona,Athletics,Athletics Men's 400 metres, 
Vladimir Dmitriyevich Chernyshov,0,29.0,193.0,93.0,Soviet Union,URS,1,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Francisco Nuno Vaz Serra Fernandes,0,31.0,187.0,88.0,Portugal,POR,1,2000,Sydney,Athletics,Athletics Men's Pole Vault, 
Natthanan Chankrajang,0,26.0,166.0,57.0,Thailand,THA,1,2012,London,Swimming,Swimming Women's 200 metres Freestyle, 
Robert Cohu,0,24.0,190.0,95.0,France,FRA,1,1936,Berlin,Basketball,Basketball Men's Basketball, 
Chen Chin-Long,0,19.0,181.0,77.0,Chinese Taipei,TPE,1,1972,Munich,Athletics,Athletics Men's Long Jump, 
Flvia de Faria,0,18.0,162.0,48.0,Brazil,BRA,1,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group, 
Feng Dawei,0,18.0,184.0,84.0,China,CHN,1,1984,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay, 
Lukas Dauser,0,23.0,172.0,64.0,Germany,GER,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse, 
Csaba Fajkusz,0,24.0,167.0,64.0,Hungary,HUN,1,1992,Barcelona,Gymnastics,Gymnastics Men's Rings, 
Jaime Amat Fontanals,0,30.0,170.0,64.0,Spain,ESP,1,1972,Munich,Hockey,Hockey Men's Hockey, 
Leonid Vladimirovich Andreyev,0,32.0,198.0,93.0,Uzbekistan,UZB,1,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon, 
Kamran Ashraf,0,26.0,171.0,65.0,Pakistan,PAK,1,2000,Sydney,Hockey,Hockey Men's Hockey, 
Azzedine Brahmi,0,25.0,178.0,72.0,Algeria,ALG,1,1992,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase", 
Vladimir Gennadyevich Denisov,0,25.0,173.0,64.0,Soviet Union,URS,1,1972,Munich,Fencing,"Fencing Men's Foil, Individual", 
Chiu Heng-An,0,21.0,166.0,86.0,Chinese Taipei,TPE,1,1988,Seoul,Judo,Judo Men's Middleweight, 
Chen Yun-Ming,0,22.0,176.0,65.0,Chinese Taipei,TPE,0,1972,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom, 
Christian Dumont,0,24.0,184.0,76.0,France,FRA,0,1988,Calgary,Biathlon,Biathlon Men's 10 kilometres Sprint, 
Simona Castro Lazo,0,23.0,160.0,54.0,Chile,CHI,1,2012,London,Gymnastics,Gymnastics Women's Uneven Bars, 
